UserId,FilmId,Rating
12,tt7983148,10
12,tt11773814,9
12,tt9339812,1
12,tt6710906,3
12,tt5345014,1
12,tt27669473,1
12,tt7071238,1
12,tt6846838,10
12,tt15745002,4
13,tt5345014,6
13,tt7435104,9
13,tt11534856,4
13,tt8860924,3
13,tt9339812,6
13,tt10706604,6
13,tt11773814,7
13,tt32507909,4
13,tt7983148,9
13,tt6710906,2
13,tt10727144,5
14,tt7587232,2
14,tt11534856,9
14,tt15745002,4
14,tt8860924,8
14,tt11773814,7
14,tt6019844,5
14,tt9339812,9
14,tt7983148,6
14,tt7071238,6
14,tt10197984,3
14,tt13161950,7
14,tt8736980,10
14,tt11212494,10
14,tt12775450,8
14,tt5345014,8
15,tt11212494,1
15,tt7587232,1
15,tt15745002,6
15,tt32507269,4
15,tt7071238,9
15,tt11976162,6
16,tt27669473,9
16,tt15745002,7
16,tt10727144,8
16,tt32507269,3
16,tt11773814,5
16,tt11976162,8
16,tt10197984,9
16,tt7029544,8
17,tt11212494,7
17,tt11976162,4
17,tt6019844,2
17,tt7435104,5
17,tt27669473,7
17,tt7071238,6
17,tt15745002,10
17,tt6846838,9
17,tt5345014,8
17,tt32507909,10
17,tt7862510,3
17,tt10727144,3
17,tt13161950,9
17,tt12775450,2
18,tt15745002,6
18,tt32507909,4
18,tt6846838,7
18,tt11976162,1
18,tt16283264,8
18,tt7587232,2
18,tt11212494,7
19,tt7983148,2
19,tt12502172,10
19,tt5345014,8
19,tt32507909,4
19,tt7071238,2
19,tt13161950,10
19,tt10727144,9
19,tt15767298,10
19,tt8860924,2
20,tt7071238,3
20,tt11534856,3
20,tt11212494,5
20,tt5345014,1
20,tt11773814,7
20,tt11976162,8
20,tt12089664,9
20,tt7983148,9
21,tt6846838,3
21,tt16283264,3
21,tt12775450,1
21,tt11534856,3
21,tt10197984,4
21,tt7587232,1
21,tt8736980,4
21,tt6019844,3
21,tt15767298,5
21,tt6710906,4
21,tt32507909,9
22,tt8736980,5
22,tt9339812,3
22,tt16283264,2
22,tt10727144,6
22,tt13161950,6
22,tt6846838,4
22,tt6710906,1
22,tt5345014,10
23,tt7983148,4
23,tt15767298,1
23,tt6710906,2
23,tt11212494,4
23,tt11976162,7
23,tt8736980,2
23,tt9339812,4
23,tt6019844,3
24,tt12089664,6
24,tt7862510,10
24,tt11773814,2
24,tt6710906,3
24,tt15745002,10
24,tt10727144,7
24,tt11534856,5
24,tt11976162,10
24,tt7587232,3
24,tt7029544,7
24,tt16283264,8
24,tt11908656,1
24,tt6846838,3
24,tt32507269,7
24,tt27669473,8
25,tt11212494,8
25,tt11976162,5
25,tt8860924,10
25,tt12089664,4
25,tt6019844,8
25,tt32507909,8
25,tt8736980,4
25,tt12775450,1
25,tt7071238,4
25,tt11773814,8
25,tt6710906,2
26,tt6019844,3
26,tt7029544,2
26,tt7983148,1
26,tt15767298,6
26,tt12089664,5
26,tt6846838,4
26,tt8860924,6
26,tt7071238,8
26,tt10706604,1
26,tt7862510,7
26,tt11212494,1
26,tt12775450,6
27,tt11908656,9
27,tt7435104,9
27,tt7983148,3
27,tt5345014,7
27,tt6846838,8
27,tt7587232,7
28,tt7862510,1
28,tt10197984,1
28,tt11773814,9
28,tt11976162,3
28,tt15745002,9
28,tt11534856,5
28,tt8736980,9
28,tt11212494,4
28,tt12775450,1
29,tt13161950,7
29,tt32507909,4
29,tt10727144,6
29,tt11534856,8
29,tt8736980,2
29,tt7435104,3
29,tt5345014,8
29,tt12089664,6
29,tt16283264,7
29,tt10706604,2
29,tt11976162,3
29,tt7983148,5
29,tt7862510,2
29,tt7587232,9
30,tt6019844,10
30,tt16283264,6
30,tt15767298,7
30,tt8736980,8
30,tt6710906,9
30,tt15745002,9
30,tt11773814,8
30,tt27669473,10
30,tt11212494,2
30,tt12089664,1
30,tt32507269,10
30,tt7587232,7
30,tt12775450,3
30,tt8860924,2
30,tt7071238,7
31,tt11534856,4
31,tt11212494,8
31,tt10197984,1
31,tt10727144,4
31,tt13161950,2
31,tt9339812,9
31,tt7435104,8
31,tt32507269,8
31,tt7029544,6
31,tt11976162,4
31,tt7071238,3
31,tt12089664,4
32,tt32507269,9
32,tt13161950,7
32,tt8736980,2
32,tt12089664,10
32,tt11212494,5
32,tt7029544,2
33,tt10197984,4
33,tt7071238,3
33,tt12775450,6
33,tt7983148,9
33,tt8736980,8
33,tt7029544,8
33,tt9339812,9
33,tt32507269,2
33,tt7435104,9
33,tt10727144,10
33,tt6019844,5
33,tt12089664,5
33,tt11908656,3
33,tt10706604,5
34,tt12089664,4
34,tt11908656,1
34,tt6846838,8
34,tt12502172,3
34,tt15767298,10
34,tt6019844,2
34,tt7862510,10
34,tt8736980,3
34,tt8860924,8
34,tt10727144,4
34,tt5345014,5
34,tt13161950,8
35,tt11976162,1
35,tt10197984,3
35,tt32507269,1
35,tt8860924,3
35,tt11908656,8
35,tt16283264,1
35,tt6019844,2
35,tt12089664,1
35,tt9339812,4
35,tt32507909,3
35,tt7435104,1
35,tt13161950,4
35,tt10706604,3
35,tt7071238,8
35,tt10727144,10
36,tt5345014,9
36,tt7029544,10
36,tt12775450,5
36,tt11976162,7
36,tt12502172,7
36,tt7983148,9
36,tt11212494,10
36,tt15767298,9
36,tt27669473,7
36,tt13161950,5
36,tt11908656,2
36,tt7071238,1
37,tt7862510,1
37,tt8736980,8
37,tt6846838,7
37,tt7029544,4
37,tt13161950,7
37,tt11976162,3
37,tt11212494,1
37,tt12775450,2
37,tt7435104,3
37,tt9339812,4
38,tt6019844,8
38,tt12775450,3
38,tt9339812,6
38,tt11773814,6
38,tt12089664,2
38,tt7029544,10
38,tt6710906,6
38,tt27669473,2
38,tt7983148,9
38,tt11976162,3
39,tt10197984,10
39,tt11976162,10
39,tt11534856,6
39,tt11908656,6
39,tt8860924,1
39,tt10727144,3
40,tt7862510,7
40,tt10727144,8
40,tt10706604,4
40,tt5345014,4
40,tt12502172,4
40,tt11773814,8
40,tt11976162,7
40,tt6710906,2
40,tt7029544,5
40,tt10197984,3
40,tt6846838,5
41,tt32507909,6
41,tt5345014,2
41,tt7435104,8
41,tt12775450,8
41,tt8736980,6
41,tt10706604,7
41,tt16283264,1
41,tt7071238,10
41,tt9339812,9
41,tt32507269,4
42,tt15745002,4
42,tt10706604,5
42,tt12775450,7
42,tt32507909,6
42,tt10197984,1
42,tt11212494,3
42,tt7435104,8
42,tt13161950,5
42,tt5345014,8
42,tt11773814,7
42,tt27669473,3
42,tt11534856,4
42,tt16283264,10
43,tt12089664,5
43,tt8860924,10
43,tt15745002,4
43,tt7587232,7
43,tt10727144,3
43,tt32507909,10
43,tt7983148,6
43,tt6710906,10
43,tt10706604,3
43,tt6846838,8
43,tt9339812,9
44,tt9339812,5
44,tt8736980,7
44,tt6710906,7
44,tt32507909,1
44,tt7029544,1
44,tt11976162,4
44,tt16283264,6
44,tt7071238,10
44,tt11212494,3
44,tt10197984,8
44,tt8860924,7
45,tt12502172,2
45,tt7983148,1
45,tt13161950,8
45,tt16283264,1
45,tt6846838,8
45,tt9339812,1
45,tt27669473,4
45,tt8860924,6
45,tt8736980,2
45,tt7071238,2
45,tt7435104,9
46,tt7983148,2
46,tt11773814,6
46,tt11212494,7
46,tt15767298,9
46,tt10197984,3
46,tt13161950,9
46,tt32507909,7
46,tt10727144,4
46,tt12775450,9
46,tt12502172,1
46,tt6019844,7
46,tt6710906,4
46,tt8736980,2
46,tt7435104,5
46,tt16283264,4
47,tt13161950,5
47,tt16283264,1
47,tt6019844,10
47,tt12089664,3
47,tt10197984,4
47,tt10706604,5
47,tt11773814,1
47,tt6710906,2
47,tt9339812,7
47,tt7862510,5
47,tt32507909,8
47,tt10727144,3
48,tt16283264,5
48,tt15745002,2
48,tt5345014,8
48,tt11773814,8
48,tt15767298,1
48,tt7983148,6
48,tt12502172,10
48,tt11908656,9
48,tt12775450,3
48,tt7862510,9
48,tt13161950,5
48,tt11212494,6
48,tt27669473,8
48,tt6710906,10
48,tt6846838,2
49,tt12502172,8
49,tt8860924,9
49,tt7071238,2
49,tt10706604,3
49,tt5345014,9
50,tt12089664,3
50,tt12775450,5
50,tt5345014,3
50,tt7587232,3
50,tt10197984,3
50,tt16283264,3
50,tt6846838,5
50,tt8736980,10
50,tt32507269,10
50,tt10727144,4
50,tt7862510,6
50,tt6019844,6
50,tt12502172,3
